User,Screen_Name,Date,Tweet,Retweet,Favorite
3198983039,AidanLiao,2015-07-23 19:57:05,@BioMASSlab Food waste does not only include consumer but postharvest waste. We should also pay attention to food supply chain #FEWERwaste,2,0
1418503470,loreee____,2015-07-23 19:55:16,Just eat it. #FEWERwaste,1,0
350851344,waves0107,2015-07-23 19:53:10,"@BioMASSlab ASK not what Food can do for U, ask what you can do for Food #FEWERwaste",2,0
350851344,waves0107,2015-07-23 19:50:54,"@BioMASSlab 40% of worlds food is 100's of acres to travel, lets travel the right road #FEWERwaste",1,0
1418503470,loreee____,2015-07-23 19:49:04,"Food is life, dont waste it. #FEWERwaste",1,0
3378781912,ay__arnold,2015-07-23 19:47:28,Food is life. If you waste food you're also wasting your life. #FEWERwaste @BioMASSlab,1,0
1418503470,loreee____,2015-07-23 19:46:57,Over 97% of food waste generated ends up in the landfill.  #FEWERwaste,2,3
3378781912,ay__arnold,2015-07-23 19:46:19,As the next generation we have to be aware of our impact on the planet. We don't want to live on Earth 2.0 #FEWERwaste #Kepler @BioMASSlab,1,0
1418503470,loreee____,2015-07-23 19:45:39,"If you plate it, eat it. Don't waste it.  #FEWERwaste @BioMASSlab",3,0
2446171722,kmoneygotpesos,2015-07-23 19:43:59,RT @loreee____: Don't be that 40% and finish that hotdog #FEWERwaste #NationalHotDogDay @BioMASSlab,2,0
1418503470,loreee____,2015-07-23 19:43:43,Don't be that 40% and finish that hotdog #FEWERwaste #NationalHotDogDay @BioMASSlab,2,0
350851344,waves0107,2015-07-23 19:41:31,RT @BioMASSlab: Join the ideation with the RAP 2015 ABE crew... Food-Energy-Water Nexus #FEWERwaste,2,0
70758531,BioMASSlab,2015-07-23 19:40:54,Join the ideation with the RAP 2015 ABE crew... Food-Energy-Water Nexus #FEWERwaste,2,2
1418503470,loreee____,2015-07-23 19:39:10,Only 60% of food produced is actually consumed  #FEWERwaste,2,0
